longitude,latitude,distance_from_green_street_m,green_percentage,crime_score,split,grid_row,grid_col,block_id
-88.17480950371971,40.11081938909168,3802.731163806867,0.0,9.841494,train,483,946,198
-88.21591513239409,40.080787407793316,3326.065803140331,0.0,0.0,train,817,596,331
-88.19143086091071,40.07112326145877,4992.891339565158,0.0,0.0,train,924,805,376
-88.25917472458603,40.08451575833217,3195.2247668854475,8.0,0.0,train,776,227,304
-88.22625431382478,40.06701777748903,4826.810544879714,0.0,0.0,train,970,508,390
-88.2499747853583,40.12900040855333,2185.663187967014,1.0,0.0,train,282,305,106
-88.20754993178139,40.10293406889006,1323.549321225873,6.25,0.0,train,571,667,233
-88.25809605418186,40.1057698705954,1433.214849571381,5.75,0.0,train,540,236,204
-88.17056470634927,40.120089926666715,4294.91360986737,0.0,0.0,train,380,982,159
-88.27520683020684,40.121450589691946,3069.037857215987,7.000000000000001,0.0,train,366,90,141
-88.18796668468724,40.10147014569358,2867.26235288188,1.25,0.3888235,train,587,834,236
-88.17780795548585,40.08182327031798,4776.16628770739,0.0,0.0,train,805,921,338
-88.25327307962762,40.11783501014093,1260.4447770187774,0.0,0.0,train,406,277,165
-88.2740655700146,40.084704459750775,3918.378551252752,27.500000000000004,0.0,train,774,100,302
-88.23692467807224,40.064775568455254,5054.625134797995,0.0,0.0,train,995,417,388
-88.21766874681516,40.15301920663866,4709.89070471575,0.0,0.0,train,15,580,11
-88.22414310872284,40.14113731921548,3396.6288003546892,0.0,0.0,train,147,525,50
-88.17095905506343,40.10225811588312,4234.290029794262,0.0,0.0,train,578,979,239
-88.19678992664952,40.08788141183489,3177.5622731656786,0.0,0.34086457,train,738,759,295
-88.258876014362,40.143416410131266,3947.535797107921,8.0,0.0,train,122,229,44
-88.21377730180254,40.096456152959554,1644.6771503810928,10.5,67.29998,train,643,614,252
-88.17808541761538,40.11451638593401,3549.722600684726,1.7500000000000002,0.0,train,442,918,178
-88.24750590620603,40.1329613412085,2564.1074618297575,2.0,0.0,train,238,326,86
-88.27651206679266,40.10370892909092,3003.84676014617,0.0,0.65257835,train,563,79,221
-88.17326758676005,40.068037444752484,6151.760748385957,0.0,0.0,train,958,960,399
-88.25527186637616,40.113873628034376,1177.026143735972,0.0,0.0,train,450,260,185
-88.25523930435752,40.14233327073398,3732.524751571097,2.5,0.0,train,134,260,45
-88.1751776636742,40.103795016648114,3846.9009360827413,0.0,0.0,train,561,943,238
-88.18171006564613,40.066968043854324,5816.607060164245,0.0,0.0,train,970,888,397
-88.25563012795472,40.10828999421797,1155.2359315548902,15.5,0.0,train,512,257,205
-88.2226158160005,40.14221661311647,3513.434570604906,0.0,0.0,train,135,538,50
-88.17751534430391,40.107310623994195,3590.950380517372,2.5,0.0,train,522,923,218
-88.23621433567035,40.06972844957021,4506.245430434287,0.0,0.0,train,940,423,368
